Time[s], 通道 0, 通道 1, 通道 2
0.0000000, 0, 1, 0
0.0000002, 0, 0, 0
0.0000015, 0, 1, 0
0.0000029, 0, 0, 0
0.0000042, 0, 1, 0
0.0000055, 0, 0, 0
0.0000068, 0, 1, 0
0.0000081, 0, 0, 0
0.0000094, 0, 1, 0
0.0000107, 0, 0, 0
0.0000120, 0, 1, 0
0.0000134, 0, 0, 0
0.0000147, 0, 1, 0
0.0000160, 0, 0, 0
0.0000173, 0, 1, 0
0.0000186, 0, 0, 0
0.0000199, 0, 1, 0
0.0000212, 0, 0, 0
0.0000226, 0, 1, 0
0.0000239, 0, 0, 0
0.0000252, 0, 1, 1
0.0000265, 0, 0, 1
0.0000278, 0, 1, 0
0.0000291, 0, 0, 0
0.0000304, 0, 1, 0
0.0000317, 0, 0, 0
0.0000331, 0, 1, 0
0.0000344, 0, 0, 0
0.0000357, 0, 1, 1
0.0000370, 0, 0, 1
0.0000383, 1, 1, 0
0.0000396, 1, 0, 0
0.0000409, 1, 1, 0
0.0000423, 1, 0, 0
0.0000436, 1, 1, 0
0.0000449, 1, 0, 0
0.0000462, 1, 1, 1
0.0000475, 1, 0, 1
0.0000488, 1, 1, 0
0.0000501, 1, 0, 0
0.0000514, 1, 1, 0
0.0000528, 1, 0, 0
0.0000541, 1, 1, 0
0.0000554, 1, 0, 0
0.0000567, 1, 1, 1
0.0000580, 1, 0, 1
0.0000593, 1, 1, 1
0.0000606, 1, 0, 1
0.0000620, 1, 1, 0
0.0000633, 1, 0, 0
0.0000646, 1, 1, 0
0.0000659, 1, 0, 0
0.0000672, 1, 1, 0
0.0000685, 1, 0, 0
0.0000698, 1, 1, 0
0.0000712, 1, 0, 0
0.0000725, 1, 1, 0
0.0000738, 1, 0, 0
0.0000751, 1, 1, 0
0.0000764, 1, 0, 0
0.0000777, 1, 1, 0
0.0000790, 1, 0, 0
0.0000803, 1, 1, 0
0.0000804, 0, 1, 0
0.0000817, 0, 0, 0
0.0000830, 0, 1, 0
0.0000843, 0, 0, 0
0.0000856, 0, 1, 0
0.0000869, 0, 0, 0
0.0000882, 0, 1, 0
0.0000883, 0, 1, 1
0.0000895, 0, 0, 1
0.0000909, 0, 1, 0
0.0000922, 0, 0, 0
0.0000935, 0, 1, 0
0.0000948, 0, 0, 0
0.0000961, 0, 1, 0
0.0000974, 0, 0, 0
0.0000987, 0, 1, 0
0.0001001, 0, 0, 0
0.0001014, 0, 1, 0
0.0001027, 0, 0, 0
0.0001040, 0, 1, 0
0.0001053, 0, 0, 0
0.0001066, 0, 1, 0
0.0001079, 0, 0, 0
0.0001092, 0, 1, 0
0.0001106, 0, 0, 0
0.0001119, 0, 1, 0
